label,episode_id,window,interval,segment_id,engine,side,onset_pnl_inr,onset_entry_ts,policy_action,policy_entry_ts,policy_wait_sec,policy_predicted_ev_inr,policy_pnl_inr,episode_checkpoints
historical_walkforward,historical7d|1s|4|2|1889,historical7d,1s,4,SECONDARY,SELL,30.487500000000406,1790078293.721,TAKE,1790078293.721,0.0,25.980594924741787,30.487500000000406,1
historical_walkforward,historical7d|1s|4|2|1890,historical7d,1s,4,SECONDARY,SELL,17.624999999999318,1790078572.964,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|2|1895,historical7d,1s,4,SECONDARY,SELL,-25.650000000000546,1790081739.948,TAKE,1790081739.948,0.0,1.9151948514764237,-25.650000000000546,1
historical_walkforward,historical7d|1s|4|2|1904,historical7d,1s,4,SECONDARY,SELL,-15.262499999998907,1790086772.987,TAKE,1790086772.987,0.0,14.36925405611046,-15.262499999998907,1
historical_walkforward,historical7d|1s|4|3|1859,historical7d,1s,4,MICRO,SELL,19.837499999999864,1790050280.984,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|3|1860,historical7d,1s,4,MICRO,SELL,-8.92500000000041,1790050314.885,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|3|1872,historical7d,1s,4,MICRO,SELL,19.190624999998533,1790074283.993,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|3|1873,historical7d,1s,4,MICRO,SELL,12.899999999998498,1790074285.997,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|3|1874,historical7d,1s,4,MICRO,SELL,-5.325000000000273,1790074331.956,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|3|1876,historical7d,1s,4,MICRO,SELL,-15.037500000000819,1790076713.9889998,TAKE,1790076713.9889998,0.0,1.5685677156633684,-15.037500000000819,1
historical_walkforward,historical7d|1s|4|3|1877,historical7d,1s,4,MICRO,SELL,-15.862499999998361,1790076716.992,TAKE,1790076716.992,0.0,2.9204187741685583,-15.862499999998361,1
historical_walkforward,historical7d|1s|4|3|1880,historical7d,1s,4,MICRO,BUY,8.062499999998636,1790077062.904,TAKE,1790077062.904,0.0,6.040166116183955,8.062499999998636,1
